arm,band,orid,space_id,sha,paper_title,inscope_claims,total_claims,judged_at
primary,m=6-10,P9LofJB8fs,ProCreations/repro-optimal-unconstrained-self-distillation-in-ridge-regression,85afda5b2bf38b7614667f21043b2b4c826617b0,"Gromov-Wasserstein at Scale, Beyond Squared Norms",6,6,2026-07-31T01:25:37+00:00
primary,m=6-10,NUyt4uxzx0,rdubwiley/repro-chain-of-thought-reasoning-in-the-wild-is-not-always-faithful,e7beb76b2b14cf428ab16514a73bad71777684fa,Chain-of-Thought Reasoning In The Wild Is Not Always Faithful,5,5,2026-07-21T05:57:16+00:00
primary,m=6-10,xQLcklRDfM,Srishti280992/repro-the-cost-of-learning-under-multiple-change-points,6fce522f4dd027bf483bfb562f27075bca414ba5,The Cost of Learning Under Multiple Change Points,5,5,2026-07-21T20:51:12+00:00
primary,m=6-10,418BWmKIzX,tomyimkc/repro-efficiently-learning-drifting-halfspaces-with-massart-noise,2f31f6638341b11ffc37479591a706d8e0618e9f,Efficiently Learning Drifting Halfspaces with Massart Noise,6,6,2026-07-31T08:45:20+00:00
primary,m=6-10,5RQPAHUtCO,ProCreations/repro-geometric-analysis-small-language-model-hallucinations,b53d96ca725f39aa3c5fd4ca35c51a86a58f3a17,A Geometric Analysis of Small-sized Language Model Hallucinations,6,6,2026-07-26T06:35:27+00:00
primary,m>10,U1bxeLQLaK,ProCreations/repro-on-the-provable-suboptimality-of-momentum-sgd-in-nonstationary-stochastic-optimization,b0764160bf954e6ecc8ada16717a12e881e71aba,On the Provable Suboptimality of Momentum SGD in Nonstationary Stochastic Optimization,3,3,2026-07-18T23:10:03+00:00
primary,m>10,j9aoIFr5aM,jbhati305/repro-mirror-descent-under-generalized-smoothness,bcdeec1fe7cf577cfc81a3469dcbb1245db6ed83,Mirror Descent Under Generalized Smoothness,6,6,2026-07-20T22:16:05+00:00
primary,m>10,ihMB4kA2SQ,algorise/repro-sharp-inequalities-between-total-variation-and-hellinger-distances-for-gaussian-mixtures,f03cdec563e47a8d49643c75046738ce890afefc,Sharp Inequalities between Total Variation and Hellinger Distances for Gaussian Mixtures,5,5,2026-07-27T12:13:46+00:00
primary,m>10,GeYKOC4BzB,amkkk/repro-prior-diffusiveness-and-regret-in-the-linear-gaussian-bandit,cf5077ab9b71d0477cae40b28f78a75de3b5e887,Prior Diffusiveness and Regret in the Linear-Gaussian Bandit,5,5,2026-08-01T22:48:50+00:00
primary,m>10,z9Bo4eXSpW,ICML-2026-agent-repro/repro-grpo-rlvr-loss-dynamics-success-amplification,14b509702df8874fe584820f711c995b8491b918,"Reinforcement Learning with Verifiable Rewards: GRPO's Loss, Dynamics, and Success Amplification",5,5,2026-07-29T03:16:28+00:00
primary,m>10,FoDU47u2jk,jbhati305/repro-dropout-universality-scaling-laws-and-optimal-scheduling-at-the-edge-of-chaos,2de0dc43ecd4f18acfcbb92938daeca7311c503d,Dropout Universality: Scaling Laws and Optimal Scheduling at the Edge-of-Chaos,5,5,2026-07-19T22:51:15+00:00
primary,m>10,xILwgiWAUk,ai-sherpa/odd-estimator-shapley-repro,641606ff6663149a35013c0ce7978bdf8b189bf6,An Odd Estimator for Shapley Values,6,6,2026-07-25T02:24:55+00:00
primary,m>10,xSYhEkiyp5,tomyimkc/repro-high-probability-convergence-guarantees-of-decentralized-sgd,c014d39a318b760adb59124d3b7b5d66ccc1d11b,High-Probability Convergence Guarantees of Decentralized SGD,4,4,2026-07-25T18:23:44+00:00
primary,m>10,m4TAzup6Yc,algorise/repro-steady-state-behavior-of-constant-stepsize-stochastic-approximation-gaussian-approximation,4a6615890397f22da0b445611d191a8da8f6583c,Steady-State Behavior of Constant-Stepsize Stochastic Approximation: Gaussian Approximation and Tail Bounds,6,6,2026-07-26T13:50:02+00:00
primary,m>10,hXO2OP0T4w,amkkk/repro-anytime-detection-of-strategic-deviations-in-multi-agent-systems,909aeea3a0dc00a52079ac4630db3afd1e59ebc7,Anytime Detection of Strategic Deviations in Multi-Agent Systems,6,6,2026-07-22T21:32:32+00:00
primary,m>10,r3h23Jv26a,AceVikings/r3h23Jv26a,42fb95c7b99270ab9e1b496fb1a4cb2a890c2a9e,Questioning the Coverage-Length Metric in Conformal Prediction: When Shorter Intervals Are Not Better,5,5,2026-07-20T16:38:22+00:00
primary,m>10,Lzwp2KXedc,SabaPivot/repro-all-erms-can-fail-in-stochastic-convex-optimization-lower-bounds-in-linear-dimension,b473ac0a2749e397a34c7538f4ad97d87da06850,All ERMs Can Fail in Stochastic Convex Optimization Lower Bounds in Linear Dimension,6,6,2026-07-30T18:01:20+00:00
primary,m>10,hCAEcqig2C,ai-sherpa/learning-randomized-reductions-repro,08899b21abce34b185c3ac0f348b82241623d7ef,Learning Randomized Reductions,5,5,2026-07-20T05:18:24+00:00
primary,m>10,DsV89lJ58l,RyeCatcher/repro-linear-regression-with-unknown-truncation-beyond-gaussian-features,7c540d293448da567bed6464e12fb9351b605788,Linear Regression with Unknown Truncation Beyond Gaussian Features,6,6,2026-07-31T15:42:15+00:00
primary,m>10,4ltyJqAHMg,abhishekkataria16/claim-4ltyJqAHMg-logbook,2ab0aabbcfe8b70ab6b44632289518bbb83ddce9,Beyond Text-to-SQL: Can LLMs Really Debug Enterprise ETL SQL?,4,4,2026-07-29T15:16:04+00:00
primary,m>10,RwiGcN2feP,amkkk/repro-unifying-low-dimensional-spectra-in-deep-learning,cae5f79af9896d4f0ab3a27255fc519b33f34f85,Unifying Low Dimensional Spectra in Deep Learning,6,6,2026-07-25T13:38:23+00:00
primary,m>10,4vztmTrGhd,ProCreations/repro-balancing-learning-rates-across-layers-in-linear-neural-networks,264a3953a306eb1e50058941bb00d492bbca35da,Balancing Learning Rates Across Layers: Exact Two-Step Dynamics and Optimal Scaling in Linear Neural Networks,5,5,2026-07-21T21:47:22+00:00
primary,m>10,uiw8P2JGbW,neonforestmist/Placeholder2,c02ba2d42efafca47c4379ca4fcc7fb718fac2aa,Model Monotonicity in Autobidding Auctions: When Do Better Predictions Lead to Better Outcomes?,6,6,2026-07-24T12:37:35+00:00
primary,m>10,VnA5q5jXVz,michaldobiezynski/repro-why-self-distillation-helps-and-hurts-denoising-vs-signal-forgetting,927b4c800307515965d4364625224b111a88d283,Why Self-Distillation Helps and Hurts: Denoising vs. Signal Forgetting,5,5,2026-07-27T12:21:22+00:00
primary,m>10,h8NydU966G,tomyimkc/repro-ski-rental-with-distributional-predictions-of-unknown-quality,188350350a33648cceedae26a244809647b8c8bb,Ski Rental with Distributional Predictions of Unknown Quality,5,5,2026-07-27T02:00:55+00:00
primary,m>10,FEmXFeqYNZ,vissutagunawan/FEmXFeqYNZ,a7721e6d1468e23b8f53bcf19a098a4717c4503b,Success-Conditioning as Policy Improvement: The Optimization Problem Solved by Imitating Success,4,4,2026-07-22T20:14:17+00:00
primary,m>10,n50Ipdt5d5,tomyimkc/repro-revenue-guarantees-of-no-swap-regret-dynamics-in-first-price-auctions,9dd590d1617983dd2622d9795c914105fc07b539,Revenue Guarantees of No-Swap-Regret Dynamics in First Price Auctions,6,6,2026-07-29T06:35:47+00:00
primary,m>10,YEckWPoS09,snaykey/repro-delayed-obs-mdp,05bfabc6ac75a8b431e833a6416a89feba44baf8,Asymptotically Optimal Sequential Testing with Markovian Data,6,6,2026-07-28T09:56:55+00:00
primary,m>10,TnquAvyTtL,sabaridsnfuji/repro-near-optimal-and-efficient-first-order-algorithm-for-multi-task-learning-with-shared-r,ea885cf8806651a8371f1d616d35bf41332394c6,Near-Optimal and Efficient First-Order Algorithm for Multi-Task Learning with Shared Linear Representation,6,6,2026-08-01T15:34:52+00:00
primary,m>10,Ol99zoW31J,amkkk/repro-non-uniform-noise-to-signal-ratio-in-the-reinforce-policy-gradient-estimator,a6ea533f5c51e1f29e5b02030dfc4b49ced1e7ee,Non-Uniform Noise-to-Signal Ratio in the REINFORCE Policy-Gradient Estimator,5,5,2026-07-20T07:29:54+00:00
primary,m>10,JnuwpwbZ8D,Srishti280992/repro-provably-data-driven-multiple-hyper-parameter-tuning-with-structured-loss-functi,84c222a21a35190c3c03afad987b4c3864c43696,Provably Data-driven Multiple Hyper-parameter Tuning with Structured Loss Function,6,6,2026-07-29T03:33:38+00:00
primary,m>10,q7mB5s1ie1,neonforestmist/hj-prox-operator-splitting-repro,b1cd3d8cfa036ab8178887a686b6ac01efe7f8a4,Operator Splitting with Hamilton-Jacobi-based Proximals,5,5,2026-07-27T21:25:36+00:00
primary,m>10,oqkiE71wrC,SabaPivot/repro-sharp-empirical-bernstein-inequalities-for-the-variance-of-bounded-random-variables,9da6177a20b59283dcd36eef877849811210089b,Sharp Empirical Bernstein Inequalities for the Variance of Bounded Random Variables,4,4,2026-07-21T23:42:15+00:00
primary,m>10,ISNSiAC3n1,arvkevi/mean-shift-pca-repro,3152498837c3abea63bef7bcc2ff7e4294341117,Mean-Shift PCA by Knockoff Mean,5,5,2026-07-21T00:15:28+00:00
primary,m>10,JIbkbLYo3o,imadreamerboy/repro-learning-augmented-dual-predictions,3c7149cb7163dadf043653d6cf2ad2482386705c,Learning-Augmented Online Minimization with Dual Predictions,6,6,2026-07-19T21:01:42+00:00
primary,m>10,D5Ijcnz1L9,ai-sherpa/multi-task-linreg-no-eigenvalue-bounds-repro,bba9c21dc85876d7f3490ebc91528b70d21adee3,"Multi-task Linear Regression without Eigenvalue Lower Bounds: Adaptivity, Robustness, and Safety",6,6,2026-07-25T07:10:57+00:00
primary,m>10,Iww9TICvKj,snaykey/repro-two-timescale-sa,815bc4f160356f9e5a3b5fcbb17cf7ab11ade97a,Convergence of Two-Timescale Markovian Stochastic Approximations with Applications in Reinforcement Learning,5,5,2026-07-25T13:20:00+00:00
primary,m>10,g7LE4mukGq,sotayamashita/repro-corruption-robust-regret-bounds-for-online-inverse-optimization,426375bc058c6a8c67ef9dbd310c22ea0ebe92e3,Finite and Corruption-Robust Regret Bounds in Online Inverse Linear Optimization under M-Convex Action Sets,5,5,2026-07-26T05:24:01+00:00
primary,m>10,lgELNxtUNn,ProCreations/repro-positive-distribution-shift-as-a-framework-for-understanding-tractable-learning,f1fbf51ef70b15678463c15aead858d8efe3f132,Convergence Rate of the Last Iterate of Stochastic Proximal Algorithms,5,5,2026-07-25T10:04:02+00:00
primary,m>10,EKmiOtjZjI,NaveenVenu/EKmiOtjZjI,09174020d326c68d85252dd0ce55ee4437cfffcc,Online Conformal Prediction via Universal Portfolio Algorithms,6,6,2026-07-23T09:36:57+00:00
primary,m>10,dWuxvV7ekd,SabaPivot/repro-are-two-datasets-close-enough-with-statistical-significance-a-kernel-distributional-closen,f1b3c0ed7c0255906797c068a15d7af4e80d6886,Are Two Datasets Close Enough With Statistical Significance? A Kernel Distributional Closeness Testing Approach,6,6,2026-07-30T02:47:46+00:00
primary,m>10,qC9FEfYjai,ProCreations/repro-agentselect-narrative-agent-recommendation,d2dd27301b1d35be676446bf632b51c653353e60,Exact Functional ANOVA Decomposition for Categorical Inputs Models,6,6,2026-07-26T08:45:00+00:00
primary,m>10,iPjuUQbkfl,Edd16/icml2026-iPjuUQbkfl-repro,a8a7f5623c958902f9a6b5e3dfbb165099e8883d,A Random Matrix Perspective on the Consistency of Diffusion Models,5,5,2026-07-23T22:40:25+00:00
primary,m>10,tiF3tA5pau,DineshAI/tiF3tA5pau,2b1e1540e21d526d5ccd0416c9d489ae1e829189,Continuous Variable Hamiltonian Learning at Heisenberg Limit via Displacement-Random Unitary Transformation,6,6,2026-07-25T14:03:20+00:00
primary,m>10,zrn7rRuvhW,michaldobiezynski/repro-attention-s-forward-pass-and-frank-wolfe,199dc39de116daffd9440fa791eae8a44fc4ca25,Attention's forward pass and Frank-Wolfe,5,5,2026-08-01T10:43:46+00:00
primary,m>10,QItZDBVCT0,ProCreations/repro-full-batch-gd-one-pass-sgd-single-index-native,6601a9c4c7a12a6c6ffd832248d4d366a880a22a,Full-Batch Gradient Descent Outperforms One-Pass SGD: Sample Complexity Separation in Single-Index Learning,5,5,2026-07-31T11:32:20+00:00
primary,m>10,Peim0KY6ty,prarabdhmisra/Peim0KY6ty,a643e8ca364f18ac0a20c664b68e870ad2f3ea6f,Exactly Computing do-Shapley Values,6,6,2026-07-31T21:17:29+00:00
primary,m>10,Xf9hJMGwDd,neonforestmist/repro-semi-knockoffs,3fd10c177a4a43be8405ee4d1656fc949e1e6aab,Semi-knockoffs: a model-agnostic conditional independence testing method with finite-sample guarantees,6,6,2026-07-24T10:02:07+00:00
primary,m>10,GJblFvJcMb,RyeCatcher/repro-minimax-learning-of-interpretable-factored-stochastic-policies-from-conjoint-data-with-unc,d9c33f7c7815469897de5bd05dd68ed42704f5cd,"MiniMax Learning of Interpretable Factored Stochastic Policies from Conjoint Data, with Uncertainty Quantification",6,6,2026-08-01T15:30:32+00:00
primary,m>10,vqxprtjuKH,Srishti280992/repro-allocating-variance-to-maximize-expectation,3724090cf7f119f6fa0a6885f42afb0914a60806,Allocating Variance to Maximize Expectation,6,6,2026-07-26T19:43:18+00:00
primary,m>10,jNv4sl4YZH,ParetoOptimal/repro-jnv4sl4yzh,ba1c2fb4356cbfbc4a46de4be3403ec5dbebeb51,Set-Preserving Calibration from Conformal P-Values to E-Values,6,6,2026-07-30T21:37:10+00:00
primary,m>10,OT9cxeWbEO,michaldobiezynski/repro-the-implicit-bias-of-steepest-descent-with-mini-batch-stochastic-gradient,bfb638f8e0aead20e871d2dd6eac02dd3ab0f1cf,The Implicit Bias of Steepest Descent with Mini-batch Stochastic Gradient,6,6,2026-07-29T23:59:40+00:00
primary,m>10,hAQZl57Nvx,michaldobiezynski/repro-why-agentic-theorem-prover-works-a-statistical-provability-theory-of,8652760d347f2d8ce3afd9a00ae1152cdcb35262,Why Agentic Theorem Prover Works: A Statistical Provability Theory of Mathematical Reasoning Models,6,6,2026-08-01T19:02:01+00:00
primary,m>10,ANVg7NnupP,DineshAI/ANVg7NnupP,e243be8375bd6139647f40f9b114ab1d59c9eaf2,Demystifying LLM-as-a-Judge: Analytically Tractable Model for Inference-Time Scaling,5,5,2026-07-26T16:36:24+00:00
primary,m>10,5nNNVY8NW4,vissutagunawan/5nNNVY8NW4,b51bd3a3cee1f39cb0366c20fe60b91955e6a6f2,To Grok Grokking: Provable Grokking in Ridge Regression,5,5,2026-07-22T19:56:48+00:00
primary,m>10,h2uxKKK4WZ,DineshAI/h2uxKKK4WZ,94b8338f9ea02d8c9346c1017b84f3c15a9aeb90,Inference of Online Newton Methods with Nesterov's Accelerated Sketching,6,6,2026-07-21T20:19:27+00:00
primary,m>10,dyRD6lBH8K,Storm1t/repro-a-tight-theory-of-error-feedback-algorithms-in-distributed-optimization,8c089bcf712d66b366a3cb159e9b75b6c6b1fcd1,A Tight Theory of Error Feedback Algorithms in Distributed Optimization,6,6,2026-07-26T23:23:00+00:00
primary,m>10,OwLuqetJuB,tomyimkc/repro-provably-data-driven-lagrangian-relaxation-for-mixed-integer-linear-programming,183db0f331d53a993b6e64c8b9e2742886fbfc29,Provably Data-driven Lagrangian Relaxation for Mixed Integer Linear Programming,6,6,2026-07-31T02:48:49+00:00
primary,m>10,ykWN4LG9vE,neonforestmist/spectral-knowledge-transfer-repro,1e7ada587e5af7c850ab9490ba5817998ae1cdd2,What Makes a Strong Model? A Unified Spectral Analysis of Knowledge Transfer over High-dimensional Linear Regression,5,5,2026-07-27T19:16:47+00:00
primary,m>10,pYI0WjV5iM,Deepakkambala/repro-improved-convergence-analysis-of-topology-dependence-in-decentralized-sgd,da286a811ec334c6941148c05794182526c06755,Improved Convergence Analysis of Topology Dependence in Decentralized SGD,6,6,2026-07-20T19:26:21+00:00
primary,m>10,mOcTXKawFY,DineshAI/mOcTXKawFY,b1f6166cca83a96c617f81fbf4c20863f60b6466,Causal Modeling of Selection in Evolution,6,6,2026-07-29T08:44:56+00:00
primary,m>10,KJq0iScNM6,DineshAI/KJq0iScNM6,4394b7ffd78cfbc7346cbad4d863dfe13ff040c6,Let the Prototype Guide You: Robust Aggregation of Sparse Multi-Class Annotations via Annotator Prototype Learning,5,5,2026-07-24T09:21:14+00:00
primary,m>10,FaGn04tvzq,DineshAI/FaGn04tvzq,eefe813a67e8cbd33315881c3eb9ad1a78b23d59,Belief Propagation Converges to Gaussian Distributions in Sparsely-Connected Factor Graphs,6,6,2026-07-23T06:25:04+00:00
primary,m>10,20hdQQQrA4,Srishti280992/repro-caffnet-hard-constraint-affine-neural-networks,82a329637555b63f01684a88913b1300bcb0804a,CAffNet: Hard Constraint-Affine Neural Networks,5,5,2026-07-21T21:49:28+00:00
primary,m>10,MA1LUDNA3s,agharsallah/ma1ludna3s-logbook,69300e45090ddca31ffd8da41749fe48ca9ea7b1,Welfare-Optimal Classification with Accuracy Auctions,6,6,2026-07-20T13:24:50+00:00
primary,m>10,oiMjaUbSWp,sugan04/ICML2026_1_repro,3c3b2774b1328dd2746ecc36d790bf7947af88c4,On the Epistemic Uncertainty of Overparametrized Neural Networks,4,4,2026-07-22T23:02:16+00:00
primary,m>10,iSD2q5Tius,tomyimkc/repro-innovation-an-almost-characterization-of-hallucination,5050855e9a356d3e28e789b23c781f6a91580577,Innovation: An Almost Characterization of Hallucination,6,6,2026-07-26T18:27:21+00:00
primary,m>10,MdHcU4C4Rm,snaykey/repro-self-distillation-ridge,e4753cdd4d546f0237f3d9c11a560eaf4a067039,"Optimal Unconstrained Self-Distillation in Ridge Regression: Strict Improvements, Precise Asymptotics, and One-Shot Tuning",6,6,2026-07-29T16:52:03+00:00
primary,m>10,oCNT5PcMSQ,sotayamashita/icml26-repro-c02734,0977267070ba31d1d28c37f55bc5ab338ea6c993,CapBencher: Give Your LLM Benchmark a Built-in Alarm for Test-Set Overfitting,4,4,2026-07-24T01:57:29+00:00
primary,m>10,MrIDZjIsNF,ProCreations/repro-approximate-reward-models-for-inference-time-scaling-smc-and-beyond,6390235230d882aed51a4d8b3c84ba7aeedc297e,On the Power of (Approximate) Reward Models for Inference-Time Scaling: Sequential Monte Carlo and Beyond,6,6,2026-07-26T09:22:38+00:00
primary,m>10,LhGxRnGmGJ,ParetoOptimal/repro-lhgxrngmgj,a76347372ab915318d1806b5783c45c5b84f70b4,Accurate Evaluation of Quickest Changepoint Detectors via Non-parametric Survival Analysis,6,6,2026-07-29T02:50:44+00:00
primary,m>10,KUBkuPwGf4,agharsallah/kubkupwgf4-logbook,2ad4851c31c66a6fb8c8771b45b0791c10f75e24,Unveiling the Structure of Do-Calculus Reasoning via Derivation Graphs,6,6,2026-07-23T18:10:12+00:00
primary,m>10,ZEP68RaUeR,RyeCatcher/repro-revisiting-the-bertrand-paradox-via-equilibrium-analysis-of-no-regret-learners,dcabbbddcae1904a7785ed3bdbeea84f738c4f8a,Revisiting the Bertrand Paradox via Equilibrium Analysis of No-regret Learners,6,6,2026-07-25T16:27:52+00:00
primary,m>10,trn64znfNx,pranaysuyash/repro-wire-graph-rope,c5dc6907ea4392eec211e33d190b588244765ff0,Rotary Position Encodings for Graphs,3,3,2026-07-18T07:10:40+00:00
primary,m>10,lq8fNVME8v,MarxistLeninist/repro-minimum-distance-summaries-lq8f,048c2d7b98f2c8644e3f5aef7b98bc689590531f,Minimum Distance Summaries for Robust Neural Posterior Estimation,6,6,2026-07-28T18:36:43+00:00
primary,m>10,RgnoWsmYBM,Boopster/RgnoWsmYBM,f74f3fe18d43fc8d5d5beed28f21eed5e2472a6d,A Coin Flip for Safety: LLM Judges Fail to Reliably Measure Adversarial Robustness,6,6,2026-07-23T23:11:39+00:00
primary,m>10,UTiEfkfNQ2,DineshAI/UTiEfkfNQ2,09bf4e88213bb34657a2d77c150675150e0f5732,Improved Analysis of the Accelerated Noisy Power Method with Applications to Decentralized PCA,5,5,2026-07-24T20:03:21+00:00
primary,m>10,71132,Crusadersk/icml26-highaccuracy-sampling-logconcave-repro,19c25ddc668075485415a60d7b46f1bbb7f8facd,,5,5,2026-07-23T17:43:01+00:00
primary,m>10,wIMGGV9l1i,prarabdhmisra/wIMGGV9l1i,a1093b9804759724eed129c335a368bb989900db,On the Effect of Misspecifying the Embedding Dimension in Low-rank Network Models,6,6,2026-07-31T21:51:18+00:00
primary,m>10,XarOZG8Un0,ai-sherpa/kl-regularized-mab-repro,dea44f18f535b3e65534a0a871a6bcf840a15c7b,Near-Optimal Regret for KL-Regularized Multi-Armed Bandits,5,5,2026-07-24T16:40:09+00:00
primary,m>10,M52jcbntdB,michaldobiezynski/repro-a-stronger-benchmark-for-online-bilateral-trade-from-fixed-prices-to,70f183641688fc3f2ddd30d377447f5487665a45,A Stronger Benchmark for Online Bilateral Trade: From Fixed Prices to Distributions,6,6,2026-08-01T19:00:35+00:00
primary,m>10,JOyxs9ElI7,Srishti280992/repro-context-free-recognition-with-transformers,edf9e0b4bd63e4cffa8b1a27b203fe96704d85cb,Context-free Recognition with Transformers,6,6,2026-07-26T17:12:19+00:00
primary,m>10,Zkj9ctQdMM,rahit/repro-accurate-large-sample-uncertainty-quantification-using-stochastic-gradient-markov-chain-mo,752d241cf96107a6541855282933fa825036ca3d,Accurate Large-sample Uncertainty Quantification using Stochastic Gradient Markov Chain Monte Carlo,6,6,2026-07-25T13:57:23+00:00
primary,m>10,HMyCBL2yMV,amkkk/repro-beyond-first-order-asymptotics-in-sequential-mean-testing,6c18641210ce82a55b88dcf3442f0ef25710ae8a,Beyond First-order Asymptotics in Sequential Mean Testing,5,5,2026-07-30T12:50:40+00:00
primary,m>10,7pQIzVNctu,Crusadersk/icml26-rex-reversible-rk-repro,93c8b2d5c22eeb42f39762e556fe97d287f02f83,Rex: A Family of Reversible Exponential (Stochastic) Runge-Kutta Solvers,2,2,2026-07-19T00:17:47+00:00
primary,m>10,q1KhliMwKP,ai-sherpa/ftpl-decoupled-bandits-repro,5053f68a18761cc74ba4a252a73fa048de2ed8b0,Follow-the-Perturbed-Leader for Decoupled Bandits: Best-of-Both-Worlds and Practicality,6,6,2026-07-23T07:13:40+00:00
primary,m>10,32NvV5zixD,JIghomena/icml26-xRVWftS3ES,1785c6fc078e2433a90bbe2770204065b1a737c7,Convergence Analysis of the Lion Optimizer in Centralized and Distributed Settings,6,6,2026-07-26T02:01:56+00:00
primary,m>10,vaApZm6MKM,amkkk/repro-conditional-coverage-diagnostics-for-conformal-prediction,730279b40e7b1bfafda1883d1f86be9d5f2dc7a7,Conditional Coverage Diagnostics for Conformal Prediction,6,6,2026-07-23T10:34:44+00:00
primary,m>10,uYWVGk1Qt0,MarxistLeninist/repro-adam-degenerate-polynomials,a56cc3bb8856b240af653c69d47da868368a088e,Towards Understanding Adam Convergence on Highly Degenerate Polynomials,6,6,2026-07-23T17:44:31+00:00
primary,m>10,fiYjuwsbFE,amkkk/repro-can-adaptive-gradient-methods-converge-under-heavy-tailed-noise-a-case-study-of-adagrad,bee14a4df337f75282ae133fcf909316dc24b34a,Can Adaptive Gradient Methods Converge under Heavy-Tailed Noise? A Case Study of AdaGrad,5,5,2026-07-20T06:52:13+00:00
primary,m>10,LJdacnMXkr,agharsallah/ljdacnmxkr-logbook,cb1b7b99d75f6555a48c78740671f3d4d99dfb83,Sinkhorn Normalization of Diffusion Kernels,6,6,2026-07-22T18:51:24+00:00
primary,m>10,AehiGqd7go,nstp/repro-beyond-relu-bifurcation-oversmoothing-and-topological-priors,7f9e629547be2947d7a2fc491a250d910ad24bc3,"Beyond ReLU: Bifurcation, Oversmoothing, and Topological Priors",6,6,2026-07-27T22:39:57+00:00
primary,m>10,1BchRVONfp,amkkk/repro-randomized-feasibility-methods-for-constrained-bayesian-optimization,f486e732325c19c05201baa9694d162e4e453379,Randomized Feasibility Methods for Constrained Optimization with Adaptive Step Sizes,6,6,2026-07-23T02:28:21+00:00
primary,m>10,4CwO8At8Hw,ai-sherpa/catastrophic-kmeans-high-dim-repro,556119c5d69626fb5909cb02e98eb5a9c33d8322,"The Catastrophic Failure of *the* k-Means Algorithm in High Dimensions, and How Hartigan's Algorithm Avoids It",6,6,2026-07-20T03:57:23+00:00
primary,m>10,3KX1xU2bCC,agharsallah/3kx1xu2bcc-logbook,9d449821d7e271263670e83b7433cd4d7e198b77,Lower Bounds for Frank-Wolfe on Strongly Convex Sets,5,5,2026-07-23T09:11:11+00:00
primary,m>10,BXE3Z0EHCs,ai-sherpa/gradient-flow-diagram-expansions-repro,3273cd9c4b221274cb84c16129b217154267cd1f,Gradient Flow Through Diagram Expansions: Learning Regimes and Explicit Solutions,6,6,2026-07-26T06:35:03+00:00
primary,m>10,omkG80XURl,amkkk/repro-bridging-the-gap-between-average-and-discounted-td-learning,072a0d661f2e09bf05024f710e653dba45297368,Bridging the Gap Between Average and Discounted TD Learning,6,6,2026-07-24T00:38:51+00:00
primary,m>10,nB0TrIRAs1,ai-sherpa/hippo-zoo-explicit-memory-repro,dd6c411cc878878f1e8cdcb98b0958266250af8c,HiPPO Zoo: Explicit Memory Mechanisms for Interpretable State Space Models,6,6,2026-07-27T16:17:28+00:00
primary,m>10,DpIc1cpNKG,neonforestmist/implicit-bias-adam-muon-repro,e2fb8d0f0908345134e51326a65a7abf439c3d5c,The Implicit Bias of Adam and Muon on Smooth Homogeneous Neural Networks,6,6,2026-07-27T21:09:35+00:00
primary,m>10,l6KZJO7w48,ProCreations/repro-doubly-exponential-lower-bounds-for-follow-the-regularized-leader-in-potential-games,2b102c5f5b691d6b8bd24c58f8b0ed7542390870,(Doubly) Exponential Lower Bounds for Follow the Regularized Leader in Potential Games,6,6,2026-07-27T00:45:06+00:00
primary,m>10,qXlovWytwg,SabaPivot/repro-the-interplay-between-interpolation-and-aggregation-in-regression-optimal-sample-complexit,88451c17368b0106e7bbee58bdd8b33d7546faa8,The Interplay Between Interpolation and Aggregation in Regression: Optimal Sample Complexity,6,6,2026-07-30T02:27:39+00:00
primary,m>10,VQt4w3lElX,ProCreations/repro-on-densest-k-subgraph-mining-diagonal-loading-landscape-and-finite-step-exact-convergence,d9db186473158096e66397d317f1182121b98f46,On Densest $k$-Subgraph Mining and Diagonal Loading: Optimization Landscape and Finite-Step Exact Convergence Analysis,6,6,2026-07-20T16:45:18+00:00
primary,m>10,gxxOL0iXpr,neonforestmist/exact-six-release-slot-20260719-f,29d94b0930ac7a86a345144da8ef96222744f888,Dimension-Independent Convergence of Underdamped Langevin Monte Carlo in KL Divergence,6,6,2026-07-27T21:10:20+00:00
primary,m>10,RG7maF4bGu,vissutagunawan/8aFn7bXfJ2,0903ad86c8ae679afbbaaaec2476cb2e51ce9e04,Gaussian Mean Field Variational Inference can Overestimate Predictive Variance,5,5,2026-07-20T00:34:24+00:00
primary,m>10,rZTiFcDihH,Srishti280992/repro-online-packet-scheduling-with-deadlines-and-learning,792fc6807d4c85593c011dc36085c32b07c9ec84,Online Packet Scheduling with Deadlines and Learning,6,6,2026-07-23T22:12:25+00:00
primary,m>10,wRVTDcEMv8,michaldobiezynski/repro-any-dimensional-invariant-universality,49905388fe0e0c6593cd95d7ca0081e40fa01bab,Any-dimensional invariant universality,6,6,2026-07-26T22:52:34+00:00
primary,m>10,UXzfLdXrBJ,ai-sherpa/attention-head-stability-uxzfldxrbj-repro,c15f443fbe683b36505f19068419cacb0b12739e,Quantifying LLM Attention-Head Stability: Implications for Circuit Universality,6,6,2026-07-25T03:30:02+00:00
primary,m>10,32XNOcwH1z,RyeCatcher/repro-efficient-preference-poisoning-attack-on-offline-rlhf,140af276c290ddcd5e4ac9a18bbd9eb3b8fc31d8,Efficient Preference Poisoning Attack on Offline RLHF,6,6,2026-08-01T15:31:31+00:00
